qwen38_27b_r1_2026_08_17	mono__qwen3.8-27b-8bit	the-game-document-architecture	851cadd99866	done
qwen38_27b_r1_2026_08_17	mono__qwen3.8-27b-8bit	the-game-implement-shuffle-shortcut	bfe0c2a31e08	done
qwen38_27b_r1_2026_08_17	mono__qwen3.8-27b-bf16	isomer-document-quickstart	c255622d4ea1	done
qwen38_27b_r1_2026_08_17	mono__qwen3.8-27b-bf16	isomer-implement-healthcheck	43bc7f8ffe98	done
qwen38_27b_r1_2026_08_17	mono__qwen3.8-27b-bf16	lpe-rope-calc-document-typing	e979656e5963	done
qwen38_27b_r1_2026_08_17	mono__qwen3.8-27b-bf16	lpe-rope-calc-implement-strict-flag	618b7ecd07c1	done
qwen38_27b_r1_2026_08_17	mono__qwen3.8-27b-bf16	neon-rain-document-modules	af8c2fbc6ee6	done
qwen38_27b_r1_2026_08_17	mono__qwen3.8-27b-bf16	neon-rain-implement-reset-shortcut	07a99b908afc	done
qwen38_27b_r1_2026_08_17	mono__qwen3.8-27b-bf16	nothing-ever-happens-document-config	?	error
qwen38_27b_r1_2026_08_17	mono__qwen3.8-27b-bf16	nothing-ever-happens-manage-deps-audit	98f4b2f564d2	done
qwen38_27b_r1_2026_08_17	mono__qwen3.8-27b-bf16	the-game-document-architecture	b062db14f219	done
qwen38_27b_r1_2026_08_17	mono__qwen3.8-27b-bf16	the-game-implement-shuffle-shortcut	94b4d3c45ec3	done
qwen38_27b_r2_rep2	mono__qwen3.6-27b-6bit-ref	isomer-document-quickstart	a953232430f6	done
qwen38_27b_r2_rep2	mono__qwen3.6-27b-6bit-ref	lpe-rope-calc-document-typing	f3d7a150e250	done
qwen38_27b_r2_rep2	mono__qwen3.6-27b-6bit-ref	neon-rain-document-modules	18f450035b50	done
qwen38_27b_r2_rep2	mono__qwen3.6-27b-6bit-ref	nothing-ever-happens-document-config	b6311c5707ec	done
qwen38_27b_r2_rep2	mono__qwen3.6-27b-6bit-ref	nothing-ever-happens-manage-deps-audit	2b1b4b13b65e	done
qwen38_27b_r2_rep2	mono__qwen3.6-27b-6bit-ref	the-game-document-architecture	247747026260	done
qwen38_27b_r2_rep2	mono__qwen3.8-27b-4bit	isomer-document-quickstart	d54c29e37f3b	done
qwen38_27b_r2_rep2	mono__qwen3.8-27b-4bit	lpe-rope-calc-document-typing	c726ef8f1bbb	done
qwen38_27b_r2_rep2	mono__qwen3.8-27b-4bit	neon-rain-document-modules	6ccd456fcb21	done
qwen38_27b_r2_rep2	mono__qwen3.8-27b-4bit	nothing-ever-happens-document-config	c8c5db88085e	done
qwen38_27b_r2_rep2	mono__qwen3.8-27b-4bit	nothing-ever-happens-manage-deps-audit	b9918dee1e02	done
qwen38_27b_r2_rep2	mono__qwen3.8-27b-4bit	the-game-document-architecture	2c017ead8efe	done
qwen38_27b_r2_rep2	mono__qwen3.8-27b-8bit	isomer-document-quickstart	600f53f9b406	done
qwen38_27b_r2_rep2	mono__qwen3.8-27b-8bit	lpe-rope-calc-document-typing	07b5cc132284	done
qwen38_27b_r2_rep2	mono__qwen3.8-27b-8bit	neon-rain-document-modules	60326b6a7306	done
qwen38_27b_r2_rep2	mono__qwen3.8-27b-8bit	nothing-ever-happens-document-config	f1b55a3dd400	done
qwen38_27b_r2_rep2	mono__qwen3.8-27b-8bit	nothing-ever-happens-manage-deps-audit	546eff1509fa	done
qwen38_27b_r2_rep2	mono__qwen3.8-27b-8bit	the-game-document-architecture	bdb3e034f865	done
qwen38_27b_r2_rep3	mono__qwen3.6-27b-6bit-ref	isomer-document-quickstart	96cb6eb29ceb	done
qwen38_27b_r2_rep3	mono__qwen3.6-27b-6bit-ref	lpe-rope-calc-document-typing	18ce59f03e68	done
qwen38_27b_r2_rep3	mono__qwen3.6-27b-6bit-ref	neon-rain-document-modules	0a3ad6d4292e	done
qwen38_27b_r2_rep3	mono__qwen3.6-27b-6bit-ref	nothing-ever-happens-document-config	8971f79bd434	done
qwen38_27b_r2_rep3	mono__qwen3.6-27b-6bit-ref	nothing-ever-happens-manage-deps-audit	f41d10931e5b	done
qwen38_27b_r2_rep3	mono__qwen3.6-27b-6bit-ref	the-game-document-architecture	52ac126ddeae	done
qwen38_27b_r2_rep3	mono__qwen3.8-27b-4bit	isomer-document-quickstart	bbccd363423f	done
qwen38_27b_r2_rep3	mono__qwen3.8-27b-4bit	lpe-rope-calc-document-typing	fb2f8c22b3e0	done
qwen38_27b_r2_rep3	mono__qwen3.8-27b-4bit	neon-rain-document-modules	39b08be3c876	done
qwen38_27b_r2_rep3	mono__qwen3.8-27b-4bit	nothing-ever-happens-document-config	d4fea8edc12b	done
qwen38_27b_r2_rep3	mono__qwen3.8-27b-4bit	nothing-ever-happens-manage-deps-audit	93f87295cb8c	done
qwen38_27b_r2_rep3	mono__qwen3.8-27b-4bit	the-game-document-architecture	9c18a23396bb	done
qwen38_27b_r2_rep3	mono__qwen3.8-27b-8bit	isomer-document-quickstart	b84a2926d362	done
qwen38_27b_r2_rep3	mono__qwen3.8-27b-8bit	lpe-rope-calc-document-typing	22f4d5a45178	done
qwen38_27b_r2_rep3	mono__qwen3.8-27b-8bit	neon-rain-document-modules	181cb699a3d1	done
qwen38_27b_r2_rep3	mono__qwen3.8-27b-8bit	nothing-ever-happens-document-config	?	error
qwen38_27b_r2_rep3	mono__qwen3.8-27b-8bit	nothing-ever-happens-manage-deps-audit	888bd359f7ce	done
qwen38_27b_r2_rep3	mono__qwen3.8-27b-8bit	the-game-document-architecture	0e6466e69bb5	done
